,Frame,ID,px,py
0,0,1,1.9752344898879528,0.10842301919410348
1,0,2,1.9762017019093037,0.8240829788656564
2,0,3,1.9756807684898376,0.41122534408094147
3,0,0,0.027499999850988388,0.5
4,1,1,1.9504689797759056,0.11183909526380122
5,1,2,1.9526131115853786,0.8158017721535297
6,1,3,1.9513615369796753,0.4170197351169751
7,1,0,0.054999999701976776,0.5
8,2,1,1.9257034696638584,0.11525517133349895
9,2,2,1.9290091190487146,0.8075645685704084
10,2,3,1.9270326644182205,0.42277351070986846
11,2,0,0.08249999955296516,0.5
12,3,1,1.9009379595518112,0.11867124740319669
13,3,2,1.9052800945937634,0.7996947857128115
14,3,3,1.902626832947135,0.42819156593503216
15,3,0,0.10999999940395355,0.5
16,4,1,1.876172449439764,0.12208732347289443
17,4,2,1.881438948214054,0.7921714986251326
18,4,3,1.878152396529913,0.43329079358698586
19,4,0,0.13749999925494194,0.5
20,5,1,1.8514069393277168,0.12550339954259215
21,5,2,1.8574967328459024,0.7849763351069422
22,5,3,1.8536166325211525,0.4380862387162612
23,5,0,0.16499999910593033,0.5
24,6,1,1.8266414292156696,0.1289194756122899
25,6,2,1.8334632981568575,0.7780920000323684
26,6,3,1.8290260825306177,0.4425923326318131
27,6,0,0.19249999895691872,0.5
28,7,1,1.8018759191036224,0.13233555168198763
29,7,2,1.809347441419959,0.7715021947906943
30,7,3,1.8043866343796253,0.446822894763665
31,7,0,0.2199999988079071,0.5
32,8,1,1.7771104089915752,0.13575162775168537
33,8,2,1.785157036036253,0.7651915451088579
34,8,3,1.7797035835683346,0.45079114197613457
35,8,0,0.2474999986588955,0.5
36,9,1,1.752344898879528,0.1391677038213831
37,9,2,1.7608991339802742,0.7591455349275501
38,9,3,1.7549816835671663,0.45450970765994647
39,9,0,0.2749999985098839,0.5
40,10,1,1.7275793887674809,0.14258377989108084
41,10,2,1.7365800682455301,0.7533504486592145
42,10,3,1.730225209146738,0.4579906559349016
43,10,0,0.30249999836087227,0.5
44,11,1,1.7028138786554337,0.14599985596077858
45,11,2,1.7122055236250162,0.7477933232249351
46,11,3,1.7054379936307669,0.46124549841368356
47,11,0,0.32999999821186066,0.5
48,12,1,1.6780483685433865,0.14941593203047632
49,12,2,1.6877806186676025,0.7424618940377267
50,12,3,1.6806234791874886,0.46428521934756795
51,12,0,0.35749999806284904,0.5
52,13,1,1.6532828584313393,0.15283200810017405
53,13,2,1.6633099634200335,0.7373445568183096
54,13,3,1.6557847540825605,0.4671202912260757
55,13,0,0.38499999791383743,0.5
56,14,1,1.628517348319292,0.1562480841698718
57,14,2,1.638797715306282,0.7324303280139001
58,14,3,1.630924578756094,0.46976069619739214
59,14,0,0.4124999977648258,0.5
60,15,1,1.6037518382072449,0.15966416023956953
61,15,2,1.6142476182430983,0.7277088061483236
62,15,3,1.6060454361140728,0.4722159470231251
63,15,0,0.4399999976158142,0.5
64,16,1,1.5789863280951977,0.16308023630926727
65,16,2,1.5896630566567183,0.7231701396913858
66,16,3,1.5811896435916424,0.4744898097389356
67,16,0,0.4674999974668026,0.5
68,17,1,1.5542208179831505,0.166496312378965
69,17,2,1.56504718773067,0.7188044831664891
70,17,3,1.5577552448958158,0.4764188269884304
71,17,0,0.4947628565132618,0.49639632902108133
72,18,1,1.5294553078711033,0.16991238844866274
73,18,2,1.5404210444539785,0.7144971595653923
74,18,3,1.5351141653954983,0.4783993300781564
75,18,0,0.5219629481434822,0.49234601366333663
76,19,1,1.504689797759056,0.17332846451836048
77,19,2,1.5157759319990873,0.7102997301654549
78,19,3,1.5133800245821476,0.4805467275702373
79,19,0,0.549116887152195,0.48799704504199326
80,20,1,1.479924287647009,0.17674454058805822
81,20,2,1.4911177568137646,0.7061797281304033
82,20,3,1.4917850736528635,0.48268515083798924
83,20,0,0.5762693230062723,0.48363870079629123
84,21,1,1.4551587775349617,0.18016061665775596
85,21,2,1.4664428234100342,0.7021612998606296
86,21,3,1.4703370556235313,0.4848039914187954
87,21,0,0.6034217607229948,0.4792803565505892
88,22,1,1.4303932674229145,0.1835766927274537
89,22,2,1.4417535066604614,0.6982322324575515
90,22,3,1.4490055069327354,0.4869073091805891
91,22,0,0.6305741965770721,0.47492201277054846
92,23,1,1.4056277573108673,0.18699276879715143
93,23,2,1.417051998898387,0.6943805430592628
94,23,3,1.4277655687183142,0.4889984177690909
95,23,0,0.6577266361564398,0.47056366852484643
96,24,1,1.3808622471988201,0.19040884486684917
97,24,2,1.3923403844237328,0.6905942343683572
98,24,3,1.4065963067114353,0.491080107659565
99,24,0,0.6848790738731623,0.4662053242791444
100,25,1,1.356096737086773,0.1938249209365469
101,25,2,1.3676206655800343,0.6868611901109697
102,25,3,1.3854797817766666,0.49315476885856846
103,25,0,0.7120315115898848,0.4618469800334424
104,26,1,1.3313312269747257,0.19724099700624464
105,26,2,1.3428948055952787,0.6831690437202932
106,26,3,1.3644003998488188,0.4952244789139346
107,26,0,0.7391839474439621,0.4574886371847242
108,27,1,1.3065657168626785,0.20065707307594238
109,27,2,1.3181647695600986,0.6795049890452655
110,27,3,1.343344422057271,0.49729106973716775
111,27,0,0.7663363851606846,0.45313029433600605
112,28,1,1.2818002067506313,0.20407314914564012
113,28,2,1.2934325728565454,0.675855530756119
114,28,3,1.322299588471651,0.4993561764978782
115,28,0,0.7934888228774071,0.4487719505559653
116,29,1,1.2570346966385841,0.20748922521533786
117,29,2,1.268700098618865,0.6722079639831217
118,29,3,1.3012561351060867,0.5014210986238883
119,29,0,0.8206412605941296,0.44441360770724714
120,30,1,1.232269186526537,0.2109053012850356
121,30,2,1.2439676243811846,0.6685603972101243
122,30,3,1.2802126817405224,0.5034860214483903
123,30,0,0.847793698310852,0.4400552639272064
124,31,1,1.2075036764144897,0.21432137735473333
125,31,2,1.2192351501435041,0.6649128348609091
126,31,3,1.2591692302376032,0.5055509424102471
127,31,0,0.8749461378902197,0.4356969215441495
128,32,1,1.1827381663024426,0.21773745342443107
129,32,2,1.1945026740431786,0.6612652673894198
130,32,3,1.238125778734684,0.5076158663989023
131,32,0,0.902098573744297,0.4313385763671249
132,33,1,1.1579726561903954,0.2211535294941288
133,33,2,1.1697701998054981,0.6576177027118982
134,33,3,1.2170823253691196,0.509680788757743
135,33,0,0.9292510114610195,0.42698023305274546
136,34,1,1.1332071460783482,0.22456960556382655
137,34,2,1.1450377255678177,0.6539701375687154
138,34,3,1.1960388701409101,0.5117457087882773
139,34,0,0.9564034473150969,0.42262189253233373
140,35,1,1.108441635966301,0.22798568163352428
141,35,2,1.1203052513301373,0.6503225749866696
142,35,3,1.174995420500636,0.5138106348724083
143,35,0,0.9835558831691742,0.418263545492664
144,36,1,1.0836761258542538,0.23140175770322202
145,36,2,1.0955727752298117,0.6466750107748093
146,36,3,1.153951968997717,0.5158755581625716
147,36,0,1.0107083190232515,0.41390520171262324
148,37,1,1.0589106157422066,0.23481783377291976
149,37,2,1.0708403009921312,0.6430274481927635
150,37,3,1.1329085137695074,0.5179404756319688
151,37,0,1.0378607586026192,0.40954686398617923
152,38,1,1.0341451056301594,0.2382339098426175
153,38,2,1.0461078267544508,0.639379888637516
154,38,3,1.1118650678545237,0.5200054024145917
155,38,0,1.0650131944566965,0.4051885160151869
156,39,1,1.0093795955181122,0.24164998591231523
157,39,2,1.0213753525167704,0.6357323200018735
158,39,3,1.0908216182142496,0.5220703312926904
159,39,0,1.092165632173419,0.40083016571588814
160,40,1,0.984614085406065,0.24506606198201297
161,40,2,0.9966428782790899,0.6320847499692471
162,40,3,1.0673701893538237,0.5204064753171966
163,40,0,1.11953816562891,0.4034748643171042
164,41,1,0.9598485752940178,0.2484821380517107
165,41,2,0.9719118513166904,0.6284273777665229
166,41,3,1.0426346324384212,0.5170360722378806
167,41,0,1.1468743812292814,0.4064717369619757
168,42,1,0.9350830651819706,0.25189821412140845
169,42,2,0.9472102131694555,0.6245765167796643
170,42,3,1.0178398713469505,0.5138392260097877
171,42,0,1.174210598692298,0.40946860960684717
172,43,1,0.9103175569325686,0.2553142901911062
173,43,2,0.9225061740726233,0.620741098983738
174,43,3,0.9930471386760473,0.5106266739577965
175,43,0,1.2015468161553144,0.4124654824845493
176,44,1,0.8855520468205214,0.2587303662608039
177,44,2,0.8977997396141291,0.6169211285696955
178,44,3,0.9682564456015825,0.5073984235324875
179,44,0,1.228883033618331,0.41546235512942076
180,45,1,0.8607865367084742,0.26214644233050166
181,45,2,0.8730910401791334,0.613115838360566
182,45,3,0.9434676989912987,0.5041552686863557
183,45,0,1.2562192510813475,0.41845922777429223
184,46,1,0.836021026596427,0.2655625184001994
185,46,2,0.848380196839571,0.6093245005277576
186,46,3,0.9186808094382286,0.5008979598325656
187,46,0,1.2835554666817188,0.4214561004191637
188,47,1,0.8112555164843798,0.26897859446989714
189,47,2,0.8236673250794411,0.6055464226329358
190,47,3,0.8938956893980503,0.49762720896722534
191,47,0,1.3108916841447353,0.4244529730640352
192,48,1,0.7864900063723326,0.2723946705395949
193,48,2,0.7989525254815817,0.6017809420400889
194,48,3,0.8691122550517321,0.49434369129920164
195,48,0,1.3382279016077518,0.42744984570890665
196,49,1,0.7617244962602854,0.2758107466092926
197,49,2,0.7742359079420567,0.5980274382555516
198,49,3,0.8443304300308228,0.4910480501395629
199,49,0,1.3655641190707684,0.43044671858660877
200,50,1,0.7369397841393948,0.2790846066950482
201,50,2,0.7495175637304783,0.594285312671739
202,50,3,0.8196500092744827,0.4878111265399472
203,50,0,1.3929003365337849,0.43344359123148024
204,51,1,0.7121365610510111,0.2822151113236916
205,51,2,0.7247976828366518,0.5905533589930864
206,51,3,0.7950657792389393,0.48463366020330945
207,51,0,1.4202365539968014,0.4364404638763517
208,52,1,0.6873165834695101,0.28520989035541533
209,52,2,0.7000763583928347,0.5868309616153718
210,52,3,0.7705680336803198,0.48151208556117275
211,52,0,1.4475727695971727,0.4394373365212232
212,53,1,0.6624814532697201,0.2880763126472604
213,53,2,0.6753536853939295,0.5831175382291557
214,53,3,0.7461480610072613,0.47844293972337404
215,53,0,1.474908985197544,0.44243420916609466
216,54,1,0.6376326344907284,0.2908215405354869
217,54,2,0.6506297625601292,0.5794124669437887
218,54,3,0.7217979524284601,0.4754228864596204
219,54,0,1.5022452026605606,0.44543108181096613
220,55,1,0.612771462649107,0.29345255195448516
221,55,2,0.6259046848863363,0.5757150888485493
222,55,3,0.697510501369834,0.47244870991306165
223,55,0,1.5295814201235771,0.4484279544558376
224,56,1,0.5878991577774286,0.295976160460211
225,56,2,0.6011785604059696,0.572024733856845
226,56,3,0.6732791196554899,0.4695173010961131
227,56,0,1.5569176375865936,0.45142482756637037
228,57,1,0.5630168411880732,0.2983990324596536
229,57,2,0.5764514897018671,0.5683407097631724
230,57,3,0.6490977685898542,0.4666256476459072
231,57,0,1.5842538550496101,0.4544217004440725
232,58,1,0.5381255336105824,0.3007277314486575
233,58,2,0.5517235808074474,0.5646623241291971
234,58,3,0.6249608919024467,0.46377082008728543
235,58,0,1.6115900725126266,0.4574185733217746
236,59,1,0.5132261756807566,0.30296872662665664
237,59,2,0.5269949361681938,0.5609888710124077
238,59,3,0.6008633654564619,0.46094996508070984
239,59,0,1.6389262899756432,0.46041544643230736
240,60,1,0.4883196372538805,0.30512843597034334
241,60,2,0.5022656638175249,0.5573196593714537
242,60,3,0.5768004469573498,0.45816028423467436
243,60,0,1.6662625074386597,0.4634123193100095
244,61,1,0.4634067192673683,0.30721329049492596
245,61,2,0.4775358662009239,0.5536539914128961
246,61,3,0.5527677275240421,0.4553990229298339
247,61,0,1.6935987249016762,0.46640919195488095
248,62,1,0.4384881742298603,0.309229753811903
249,62,2,0.4528056439012289,0.5499911823818119
250,62,3,0.5320798009634018,0.45635500506358007
251,62,0,1.7209349405020475,0.4694060645997524
252,63,1,0.4135875999927521,0.3114571700739336
253,63,2,0.4281087312847376,0.5461101286155762
254,63,3,0.5201890990138054,0.4689815878202186
255,63,0,1.748271157965064,0.4724029372446239
256,64,1,0.3886740915477276,0.3135349453827959
257,64,2,0.40338784642517567,0.5423848171295257
258,64,3,0.5082951942458749,0.4817120838244424
259,64,0,1.7756073754280806,0.475399810122326
260,65,1,0.3637491185218096,0.3154703426575881
261,65,2,0.37864513508975506,0.538807363812405
262,65,3,0.4972299914807081,0.5041299644191728
263,65,0,1.802943592891097,0.4783966827671975
264,66,1,0.33881400153040886,0.317270347981773
265,66,2,0.3538825400173664,0.5353702258826823
266,66,3,0.4796972367912531,0.5219513732274041
267,66,0,1.8302798103541136,0.48139355541206896
268,67,1,0.3138699270784855,0.318941607622489
269,67,2,0.32910182513296604,0.532066257069412
270,67,3,0.45969895273447037,0.5369536611516939
271,67,0,1.85761602781713,0.48439042805694044
272,68,1,0.2889179512858391,0.3204904517792758
273,68,2,0.30430458672344685,0.5288886806038798
274,68,3,0.4397006668150425,0.5519559509386287
275,68,0,1.8849522452801466,0.4873873007018119
276,69,1,0.2639590222388506,0.32192290343163876
