,robot_x,robot_y,local_ppl_cnt
232,-0.035061018115554024,-1.1672531295209891,4
233,-0.05148057101225272,-1.0642710174027377,4
234,-0.05556415716063034,-0.9743624216929654,4
235,-0.056765543287052356,-0.804140385481714,4
236,-0.05618134122667631,-0.5888878498480635,3
237,-0.10068377696494597,-0.39714617974148747,3
238,-0.12390204405473881,-0.16019063289609062,3
239,-0.13154157669589364,0.08969261492381572,4
240,-0.13117622080134891,0.3396923479538138,4
241,-0.12666726597053682,0.5896516832992529,4
242,-0.11956256939096802,0.8395507094808534,4
243,-0.11122583782249866,1.0894116686296473,4
244,-0.10216566913431244,1.3392474413751483,4
245,-0.09279927563854906,1.5890719211061837,4
246,-0.08329583504831706,1.8388912250379414,4
247,-0.016268331879686,2.0797383006252925,3
248,0.011263582140142104,2.3282176633707827,3
249,0.06974592875716827,2.571281060726629,3
250,0.20987062415394908,2.7783198728850245,3
251,0.21018499970097204,3.028319675220977,3
252,0.1675820635606888,3.274662911036834,3
253,0.15415135592252044,3.524301882538357,2
254,0.13161356467359134,3.635630539638476,2
255,0.12625124662358317,3.722782204084941,1
256,0.15329759553808378,3.8150599356318504,1
257,1.5308084989341915e-17,-3.75,0
258,-0.11359691425191258,-3.5272989872666862,0
259,-0.29603307823234387,-3.4338793587225958,0
260,-0.49613291223423517,-3.284012563092558,0
261,-0.6250444086503537,-3.094167132849871,0
262,-0.7499829742473619,-2.877625324354232,0
263,-0.8219707984255832,-2.6382140606883686,0
264,-0.8812853941021809,-2.416517871801308,0
265,-0.944657089937117,-2.174683159307414,0
266,-1.0431571877560168,-1.9449055913647029,1
267,-1.164261542505538,-1.7261963431361425,2
268,-1.2171280221765908,-1.4818500001571853,1
269,-1.314352162333074,-1.251529643760204,1
270,-1.472863123969069,-1.060977854905145,3
271,-1.5513803360554024,-0.8236278024379299,3
272,-1.6231455466419826,-0.5841497146105384,3
273,-1.6862960267737503,-0.3422571416383051,3
274,-1.6751440717156256,-0.09250599770022108,3
275,-1.6308392003115078,0.153536840785,3
276,-1.6320350204532565,0.4035339807970181,3
277,-1.7051651092995777,0.6425988048622268,2
278,-1.6857025526746692,0.8918400712881985,1
