,robot_x,robot_y,local_ppl_cnt
0,-0.05290348455309868,-0.9645045101642609,1
1,-0.13233891502022743,-0.9057832099497318,2
2,-0.18786124885082245,-0.81495276466012,2
3,-0.21134748682379723,-0.6874734200537205,3
4,-0.21857945201918483,-0.5276468135416508,3
5,-0.21380517166107893,-0.3474093861877918,3
6,-0.20125107746571302,-0.1494578905403614,2
7,-0.1823468552902341,0.09772340580821037,2
8,-0.16423000674694777,0.32434452697634697,1
9,-0.14828625787049532,0.49422014877200127,2
10,-0.13397233374416828,0.621536623686552,3
11,-0.12088080123066902,0.716933760792017,3
12,-0.09066060185432434,0.7877003215253353,3
13,-0.06799545139074326,0.8407752402126789,3
14,-0.05099658854305744,0.8805814310908318,3
15,-0.03824744187295437,0.9104360733181238,3
