,robot_x,robot_y,local_ppl_cnt
0,-0.045774103982036136,-3.889491537361092,0
1,-0.09154820796407227,-3.778983074722184,0
2,-0.13732231194610842,-3.6684746120832763,0
3,-0.13732231194610842,-3.4901655436588706,0
4,-0.1373223119461084,-3.2401655436588706,0
5,-0.13732231194610836,-2.9901655436588706,0
6,-0.3140990072427452,-2.8133888483622336,2
7,-0.49087570253938206,-2.6366121530655966,2
8,-0.6676523978360189,-2.4598354577689596,2
9,-0.8444290931326558,-2.2830587624723226,2
10,-1.0212057884292927,-2.1062820671756857,3
11,-0.8951222369993392,-1.9801985157457322,4
12,-0.7994513789080668,-1.7492286326179105,4
13,-0.8951222369993392,-1.5182587494900888,4
14,-0.9907930950906116,-1.287288866362267,4
15,-0.9907930950906116,-1.037288866362267,4
16,-1.086463953181884,-0.8063189832344453,4
17,-1.2632406484785208,-0.6295422879378084,4
18,-1.1675697903872484,-0.39857240480998674,4
19,-1.071898932295976,-0.16760252168216505,4
20,-1.248675627592613,0.009174173614471842,4
21,-1.4796455107204347,0.10484503170574432,4
22,-1.6564222060170715,0.2816217270023812,2
23,-1.7246581323435448,0.44635782578084426,2
24,-1.5478814370469078,0.6231345210774811,1
25,-1.369572368622502,0.6231345210774811,1
26,-1.1386024854946806,0.5274636629862085,1
27,-0.9076326023668589,0.4317928048949359,1
28,-0.6576326023668589,0.4317928048949359,2
29,-0.42666271923903726,0.5274636629862083,2
30,-0.3309918611477648,0.7584335461140299,2
31,-0.3309918611477648,1.00843354611403,3
32,-0.3309918611477648,1.25843354611403,3
33,-0.3309918611477648,1.50843354611403,3
34,-0.3309918611477648,1.75843354611403,3
35,-0.3309918611477648,2.0084335461140297,1
36,-0.23532100305649234,2.239403429241851,1
37,-0.13965014496521988,2.4703733123696727,0
38,-0.13965014496521985,2.7203733123696727,0
39,-0.13965014496521985,2.7203733123696727,1
40,-0.31642684026185675,2.8971500076663097,1
41,-0.3164268402618568,2.6471500076663097,0
42,-0.31642684026185686,2.3971500076663097,0
43,-0.2936489424403947,2.3743721098448476,0
