,local_ppl_cnt,vx,vy
0,1,6.123233995736766e-17,1.0
1,1,6.123233995736766e-17,1.0
2,1,-0.39841882410183166,0.6446685660052339
3,1,-0.35486959806880763,0.5736972099127654
4,2,-0.440739000899014,0.42485796040797313
5,2,-0.20766068507553895,0.7548553903220113
6,3,0.11889918321003842,0.3647027523093309
7,5,0.7463267011952509,0.25244106792995824
8,5,0.5723193136479411,0.12978640146138848
9,5,0.8765603315776427,0.1808433084804384
10,6,0.7877954225465689,-0.24653724288402698
11,5,0.9821986356573273,-0.1878452557635798
12,7,0.7990823011021239,0.06459377014750449
13,7,0.726205795465017,0.29625510957177986
14,6,0.5082444614709813,0.27129210731952075
15,5,0.06456157711815662,-0.0037482980275815874
16,5,-0.03228172711135067,0.3207390270577038
17,5,-0.06816852060962866,-0.045883472665753114
18,4,0.34073193858039125,0.3829870523151861
19,5,0.47998765914607283,0.6316809327903661
20,4,0.13209597349484126,0.7852177520930359
21,4,0.19365959631319968,0.49821621024604196
22,4,0.515027191444295,0.5234721758201485
23,4,0.37812186999649317,0.4428922347012983
24,4,0.6743894209198669,0.6585220763999562
25,4,0.844855673469097,0.5349942906303568
26,4,0.6932916103045228,0.7206571605703794
27,4,0.4558166080194568,0.8900737159660637
28,4,0.38299898589847065,0.8702347198139246
29,6,0.4197610705783619,0.9076346421478785
30,4,0.6087169496515545,0.7933874685214701
31,4,0.3905536076959906,0.920580186358389
32,4,0.3637719843805367,0.9314880264285991
33,3,0.4320233374844363,0.9018624262429437
34,3,0.05152419646944204,0.7438870611302508
35,3,-0.20376308631875267,0.6136193232884113
36,3,-0.23559217326163395,0.46014590431617136
37,2,0.12495692175083141,0.9921621680484277
38,2,0.37707298311096643,0.7460949128490675
39,2,0.5623413709017249,0.8269051835442615
40,2,0.0627357897168738,0.6647039002047739
41,2,0.2575488419808088,0.6572289234000277
42,1,-0.345114020490257,0.9385607667386542
43,2,-0.5532858435453413,0.5533248091899574
44,2,-0.8618848246950916,0.4036463725171776
45,2,-0.9573837824251871,0.2888187894671017
46,4,-0.6454710168561414,0.14878163748958917
47,4,-0.5719349350192108,0.2600414874913167
48,4,-0.784882974774134,0.4539699200351733
49,5,-0.7943012819360111,0.3089671562229471
50,6,-0.8308969990386136,0.22624526502587797
51,6,-0.6327068118093038,0.2948679830149614
52,7,-0.669121614714907,0.32661212997820255
53,6,-0.7286850995566517,0.550613425595082
54,7,-0.6194612174324984,0.28580173483380744
55,8,-0.36707997397676917,0.323622698913717
56,8,-0.11800277847023334,0.25121991383551867
57,8,-0.48299955097912994,0.5254430645628538
58,8,-0.7083276884162117,0.7058837622604348
59,8,-0.6303079481493705,0.6191570496491527
60,9,-0.19379573248887624,0.07014146591188818
61,10,0.08785945186509271,0.0052306506294648916
62,9,-0.08635864086340354,0.14514637695119292
63,9,-0.12280368708038657,0.16539346824082057
64,9,-0.15901105894044779,0.16317163508321614
65,9,-0.11522323727133942,0.20376040981823962
66,8,-0.09694487320175707,0.1619868179419252
67,8,-0.05828250315421478,0.17533754146834707
68,0,6.123233995736766e-17,1.0
69,0,-0.04433147046301589,0.9178453726722124
70,1,-0.10750636211669906,0.3300368458877955
71,1,-0.5462175245920788,0.5244981569499138
72,1,-0.5815838358286107,0.4179891381587349
73,2,-0.03139976443554923,0.12968070106179622
74,3,-0.06578797913717249,0.2803350815103183
75,3,-0.1384895534146917,0.28737708180507066
76,3,-0.3908621605146967,0.6337373200073586
77,4,-0.7373467007685226,0.5506593476473534
78,4,-0.5458996005854234,0.4803352601345309
79,4,-0.31640476589772953,0.6893393662876386
80,4,-0.2044702570089365,0.29643663996635095
81,4,-0.5273924175900243,0.3891052719370012
82,6,-0.5334184751675102,0.49248120486654795
83,8,-0.5578122425895485,0.8299671692405782
84,8,-0.6178159107024654,0.7863227711842531
85,7,-0.6612152977930139,0.7501961943148578
86,6,-0.7104048883751927,0.7037932186179617
87,6,-0.6367851778251971,0.7710412682224812
88,6,-0.4782198176676103,0.8782401755726946
89,6,-0.45080050300219077,0.892624728815515
90,6,-0.3320507780126414,0.9432615124244175
91,6,-0.27497936678179863,0.602943730205137
92,6,-0.3308781966955366,0.7755188378087513
93,6,-0.47173654097643547,0.8817395510623235
94,4,0.015376235848568455,0.9633642589509968
95,5,0.2919392381329603,0.9564368673563074
96,5,0.43023702449010515,0.90271595906902
97,5,-0.08104504224708178,0.9967104399609591
98,4,0.2898686214378967,0.9570664461288428
99,4,0.47110244152781494,0.8820785053420879
100,5,0.3807373119641649,0.9246832426719445
101,6,0.5452179060599665,0.8382943605390565
102,6,0.6339625889251285,0.7733637151065135
103,5,0.6694837155277865,0.7428267325851364
104,5,0.6881661692484718,0.7255531155621093
105,5,0.6948476072080446,0.7191570084183668
106,5,0.6974561455808033,0.7166274659762696
107,4,0.6988644718884567,0.7152541156344845
108,4,0.6993130628195285,0.7148155287694652
109,3,0.6995572022357018,0.7145766024718115
110,3,0.6616717070929092,0.6757783426984861
111,3,0.5147744479240332,0.5257279008233325
112,2,0.25145445354088214,0.25677586246772194
113,2,0.18011427408281175,0.18391776794399
114,3,0.14512324046468122,0.14818625643353195
115,1,6.123233995736766e-17,1.0
116,1,-0.35653185113303293,0.9342831685991421
117,1,-0.48038005012720164,0.8770604354545856
118,3,-0.5880390792427083,0.8088325174493097
119,3,-0.5413616158568039,0.8407898672539473
120,3,-0.017752493127331282,0.6721860294260719
121,4,0.400736241857425,0.6163614710235765
122,5,0.7096765410540304,0.6717950118679061
123,4,0.7350898656833955,0.6779696817480613
124,6,0.9121040247711716,0.40995883695345553
125,6,0.8950271092129379,0.4460117417444653
126,6,0.7709436421151535,0.6369033684023205
127,9,-0.0017724405994034888,0.7073042207656184
128,10,-0.46255815555409546,0.8865889423686679
129,10,-0.4627808189158524,0.7512577989519017
130,10,0.7118253919561137,0.7023564702959069
131,12,0.8773892427388956,0.20608062956514775
132,10,0.6814910955225217,-0.08437543400783583
133,10,0.6392823488316528,-0.24058948142560824
134,11,0.1793064207501516,-0.0898592315019875
135,11,0.5219500396602935,0.23140282144986166
136,11,0.5743088717535513,0.4454989634281718
137,11,0.8319476386311331,0.27554571171586745
138,11,0.860407744630771,0.3121329245166673
139,11,0.4495630308825864,0.5305344721175094
140,10,0.6769841987395704,0.5777277242589648
141,9,0.4492026442345699,0.617377422862325
142,9,0.5967314191732785,0.8024410342021681
143,8,0.2594953982914294,0.748974206835441
144,8,-0.25955849857514474,0.8893372729808413
145,8,0.18641039866685927,0.6795865256844581
146,8,0.7824869515218572,0.6226669821807085
147,8,0.8176110301062001,0.34979141285380194
148,6,0.2492626673837132,0.7824988551490896
149,6,0.41454291827732676,0.7084868246322154
150,5,0.5681234622872694,0.8229433343789386
151,5,-0.251799669942814,0.9677793788961873
152,5,0.26831738564314683,0.9633305666081746
153,8,-0.05525158689033689,0.7175085888775234
154,8,-0.00742837488945479,0.8729532218898388
155,8,-0.31002985504642516,0.9507268214265824
156,8,-0.5788687063094258,0.8154207630761261
157,8,-0.7600481016021686,0.6498668196260982
158,7,-0.6528560051090309,0.7574820371421866
159,6,-0.8276440064636311,0.5612534174192875
160,5,-0.8338651921264104,0.5519681524870657
161,4,-0.9018150608398973,0.43212220035810744
162,4,-0.9227637352802591,0.38536617502269693
163,4,-0.2642470776620384,0.5904666872034297
164,4,-0.8837764528778118,0.4679093729972854
165,4,-0.951504121384951,0.30763599754816146
166,5,-0.966518692803377,0.25659621287472517
167,5,-0.9692342183096522,0.24614026500692165
168,4,-0.7676890514081948,0.19268913083156475
169,5,-0.20477215069974244,0.03947650560319317
170,5,-0.2714028909703552,0.06773882678030885
171,5,-0.24259625676961555,0.06214688640723719
172,4,-0.20470888646528312,0.05268667177338239
173,0,6.123233995736766e-17,1.0
174,0,-0.12363483507586093,0.9923277823157853
175,1,-0.2030470213515883,0.9791689880302825
176,1,-0.2950697145372081,0.955475726307545
177,1,-0.30791596307585956,0.8382313829486162
178,2,-0.3189835279466771,0.17664608023225958
179,3,-0.2097936125122179,-0.17973905445580454
180,3,0.10310947696807941,-0.12824363480932557
181,3,0.07016342056876623,0.037602121334641136
182,4,0.007473479136221218,0.1306157906430472
183,5,0.19836505514046368,0.2974489440020848
184,6,0.009367014381142968,0.20547066992822274
185,6,-0.3411493649769491,0.14196473129819426
186,7,-0.20881648699981964,0.02254027154773818
187,8,-0.39169198609288264,0.3899828299329614
188,8,-0.0999502786084886,0.1945031970439707
189,8,-0.48434691795403667,0.18278735134038773
190,9,-0.5922214077415101,0.37609001940955855
191,10,-0.8881233297472654,0.45960521228401024
192,9,-0.9396113753730467,0.3422432808245789
193,9,-0.8668294525532887,0.49860475347329547
194,9,-0.7222071289699509,0.5973830576183993
195,8,-0.3850901999610767,0.922878939999141
196,8,-0.6580504381481829,0.7529738513739933
197,8,-0.6860318255587332,0.7275715320987702
198,7,-0.38566064910587305,0.9226407013194446
199,7,-0.3897917735101152,0.6804332199117145
200,7,-0.026388734238144477,0.8669088367201223
201,8,0.1958458257684082,0.960520611142691
202,7,-0.028745318272202062,0.9995867679583548
203,7,0.1357162422138511,0.9907477487228277
204,8,0.3064981933840561,0.9518712399543909
205,9,0.3967117187329143,0.917943251089073
206,8,0.45359779861503563,0.8912065064235076
207,8,0.48201481069206087,0.8761630683117708
208,7,0.49931417910776865,0.8664210007507523
209,7,0.5073371737011846,0.8617476383378686
210,7,0.511233375157065,0.8594419329573788
211,8,0.5135933970426255,0.8580336954422105
212,8,0.514626828080135,0.8574142684957949
213,8,0.5152150913036233,0.8570609136420813
214,8,0.5154373913204153,0.8569272405687691
215,7,0.5155655851201804,0.8568501195890014
216,7,0.5156041536588938,0.8568269117678878
217,6,0.49737197588671583,0.8265001535660159
218,5,0.5156561873814612,0.856795597803359
219,5,0.0032538632015991003,0.8438026401262279
220,5,0.13545313105895293,0.3212014794391127
221,4,0.09466657236188873,0.15012149642599892
222,3,0.013553775311132832,-0.013629812346556136
223,4,0.0622381029231108,-0.10492025362554522
224,4,0.10341760098001039,-0.022172317915291433
225,3,0.1531306912386351,0.09814961623455225
226,2,0.1401860581055898,0.14519240303468406
227,2,0.12158901624956892,0.24108808351031982
228,2,0.1429935653708978,0.22489430747185316
229,0,6.123233995736766e-17,1.0
230,1,0.19835686376581235,0.9801298661896753
231,1,-0.09422664272699235,0.49296433938485307
232,2,0.3045623277569201,0.3681266350379923
233,2,0.36861209000031886,-0.15204658444901042
234,2,0.2373965444800401,-0.0282994164158142
235,2,-0.3377320739146054,0.3473288585882746
236,2,-0.7132379353201646,0.318502227137356
237,1,-0.5746675612937073,0.1768530405779785
238,2,-0.5449131025440277,0.41540893213977576
239,5,-0.1316455627493799,0.6017577751837585
240,5,0.029321453449967623,0.6027883864675809
241,5,-0.032213304578231274,0.2511406409140419
242,7,-0.5431716328775602,0.46358071725007904
243,8,-0.22703885779002944,0.30615601094045186
244,9,-0.6550042438257495,0.7556251984749173
245,8,-0.7288341125134404,0.6846903215591306
246,8,-0.8172283954257306,0.576313933294941
247,8,-0.7024588331090705,0.209129945741802
248,8,-0.5079701812077212,0.09038874918674802
249,8,-0.5032015812317543,0.40139266196545886
250,8,-0.3584885647241795,0.5515374885282289
251,8,-0.794353279822929,0.6074560616493636
252,8,-0.8559852991308357,0.5170001621584792
253,9,-0.6841201224747274,0.7268931309042483
254,9,-0.5126099938238085,0.8586215663678354
255,8,-0.5296669952668029,0.6051425501119355
256,7,-0.5323819985131073,0.3947502299281339
257,6,-0.40586329503570157,0.2972113174904639
258,5,-0.9163270965798298,0.012079244505733047
259,5,-0.765630347009393,0.6432807876334226
260,3,-0.5082510210632494,0.7345772164002872
261,3,-0.396833984269272,0.7599866728115515
262,2,-0.21806236183102629,0.9066283105970953
263,3,-0.32995585847689796,0.9341490256739404
264,3,0.13094603588754922,0.7222535190730391
265,4,0.39658301285128883,0.762123979047574
266,4,0.5966179757657508,0.8025253833949292
267,4,0.654235249022143,0.7562911072708276
268,3,-0.037690413150330115,0.5264638565728668
269,3,-0.052829518172902525,0.5124779981140049
270,3,-0.0030271141635873607,0.3899275556278484
271,3,-0.18465234507567835,0.3447698471395648
272,3,0.4263274898124306,0.9045688870562771
273,3,0.5153872804381949,0.8569573800152032
274,3,0.28832772735725837,0.9575317862280074
275,3,-0.25139618239627665,0.9678842696710067
276,4,0.38367015952976974,0.7806860359050495
277,4,0.6967057024542544,0.6477359804612697
278,4,0.8497632419763721,0.5271645213648256
279,4,0.8889693805565683,0.45796663681197486
280,3,0.9082802384519266,0.41836229327905655
281,3,0.9150030512579201,0.4034469186754263
282,3,0.9176366484006047,0.39742040902815384
283,3,0.98831004701108,0.1524573742951018
284,4,0.9278833270469884,0.34184373508113397
285,4,0.9000165268788436,0.4358557689705894
286,4,0.7992355688728381,0.40892722224017336
287,5,0.61060177935663,0.3174264004690393
288,5,0.2963165981417289,0.15490512525021685
289,5,0.21170102297514976,0.11091486144497584
290,0,6.123233995736766e-17,1.0
291,1,0.2726451049360048,0.9621146744304625
292,1,0.1939982799469715,0.9752893101466047
293,1,0.33441595719073997,0.94242557667765
294,1,0.3706953041586228,0.5225020679323186
295,1,0.21758438176148373,0.9760415138781101
296,2,0.006453604364121642,0.9999791752785212
297,5,0.19741522219862104,0.9803199630958603
298,5,0.20100190752239105,0.9795908498819087
299,6,0.4639892307463768,0.8858408399658403
300,10,0.031329441634478164,0.5563917668571335
301,10,0.114475266896253,0.9934260985443415
302,10,0.02403131629173968,0.9997112062177188
303,10,0.18111688641350646,0.9834615770104478
304,11,0.577101666529554,0.8166723127967616
305,12,0.5640656001033454,0.8257299793395253
306,11,0.09329492825074415,0.9956385169139895
307,11,-0.2878759110543738,0.6439637350969524
308,9,-0.6916989167632241,0.7221859930437465
309,10,-0.47577129794894973,0.8795690263123024
310,10,-0.39872805791381294,0.432648093468744
311,11,-0.5700712501911206,-0.8074923363315369
312,11,-0.5257585320025527,-0.7496510007304558
313,10,-0.7484871368917654,-0.6631493089098168
314,11,-0.9992556510487994,0.03857646752931003
315,11,-0.9896115157275532,0.14376733961305221
316,10,-0.7459511056787916,0.1912132043793182
317,10,-0.5132589021802679,0.3714098040707151
318,10,-0.581034062341666,0.5269915549514484
319,10,-0.1929837364432426,0.8201621737688635
320,9,0.029866054511404345,0.9543162151102129
321,10,0.17182542193356418,0.9851274153008598
322,10,0.23449266583079273,0.9721178887725337
323,11,0.27084347490032007,0.9626234009746073
324,11,0.2861082447632763,0.958197303418496
325,11,0.29291219459770734,0.9561393445810892
326,9,0.2968405363422742,0.9549270631750003
327,8,0.2983658724801292,0.9544515734908562
328,7,0.4643402567649629,0.5671704512917904
329,6,0.34671193405293027,0.9206821100671897
330,6,0.49812085082642704,0.7308367967281227
331,5,0.5353975915624609,0.8446001532968818
332,3,0.5524843394754841,0.8335232777999292
333,3,0.472759422095242,0.15431555320805831
334,3,0.29849984365266446,0.12570974178254332
335,4,0.18529669497389464,0.22564470408009688
336,4,0.22938360930714163,0.14830098670906752
337,5,-0.1718670177389436,-0.2595546945366501
338,5,-0.4430355563091058,-0.2959268358101534
339,4,-0.2770044393596761,-0.01281924723888737
340,4,-0.6293458290109053,0.18962215250050307
341,2,-0.22697036133848172,-0.05348595520153761
342,3,-0.021647600860540468,0.1347707484993843
343,3,-0.12523517930752587,0.3050358537313606
344,3,-0.1857211231161084,0.27198437887672844
345,3,-0.14536175960157188,0.1705611082725489
346,3,-0.24468848599951548,0.21316809743058426
347,3,-0.1788341663024133,0.22180354845998818
348,3,-0.19978628995691344,0.16754330000605958
349,2,-0.16654806693288246,0.023783569006961755
350,2,-0.18996745974158652,0.01955039449992761
351,2,-0.11182988164546975,-0.03466223958341322
352,2,-0.002587444408821878,-0.07497261539205491
353,2,0.15191462251566812,-0.13475633951845664
354,3,0.06700713368728776,-0.00714714940443247
355,3,0.20360252590254546,-0.004629272912586303
356,3,0.19871590166059278,0.040483930561584135
357,3,0.1430339567997011,0.07378003861487607
358,3,0.1759841150645082,0.121231442812458
359,2,6.123233995736766e-17,1.0
360,2,-0.12388364514779736,0.9922967512114985
361,3,-0.12858695982272547,0.9164255086202562
362,3,-0.5363402518974343,0.7393215246270999
363,3,-0.2826023923737633,0.7886466015961013
364,2,-0.4721595911831934,0.4231460328515105
365,3,-0.0018697484018384376,0.42076732563575286
366,5,0.2412407374962173,0.4159333202498949
367,5,0.4776357301679483,0.41817314859450655
368,6,-0.3984248684832232,0.29456520881893106
369,6,-0.3910080350040235,0.5636666700287026
370,6,-0.5075491314986721,0.31563865557712245
371,7,-0.5993032784233979,0.18171357212183611
372,7,-0.6371006318472971,0.4471977013639391
373,7,-0.8099813953435879,0.2504016982465054
374,7,-0.8623234260840968,0.5063578861107874
375,7,-0.5550640289722794,-0.052024975907151265
376,6,-0.5619242393798103,0.8271887022907298
377,6,-0.6741906021217439,0.7385573992661102
378,6,-0.9192022110993248,0.393785849301511
379,6,-0.38433827412060906,0.7633061326885496
380,6,-0.730857437973106,0.6825301497804969
381,5,-0.728777370468683,0.6847507168983119
382,5,-0.3561114139820809,0.9344435032850745
383,5,-0.23842352487433724,0.9711612753742276
384,6,-0.12522756392882914,0.9921280447767067
385,6,-0.012027666266295848,0.8160913942611131
386,7,0.5898992024189592,0.6510522623220016
387,8,0.45000734539960957,0.8930248535658997
388,7,-0.13379060051391148,0.3887205262833588
389,7,-0.21928028545542244,0.4063189778768044
390,7,0.21902214916905763,0.6949049666126681
391,7,0.5934289553792124,0.5397116254619735
392,8,0.02483216731725468,0.10106515552521475
393,9,-0.2286622458655214,0.8670567624949432
394,7,-0.4250122890918222,0.9051875795220178
395,6,0.20880268209971128,0.9320040382896292
396,7,0.46793357161255944,0.8837636406629964
397,7,0.6084737910262208,0.7935739698567356
398,7,0.6854779096082404,0.7280934249388034
399,5,0.7169084512915043,0.6971673202803017
400,5,0.7338995099564999,0.6792580579467639
401,6,0.7401647462465046,0.6724255709101546
402,7,0.7433077269504726,0.6689496416440639
403,6,0.744240981489153,0.6679111928034013
404,7,0.7262324201526285,0.6511335346600171
405,7,0.7447506065059699,0.6673428909556091
406,7,0.6412162159540331,0.5744914732329343
407,7,0.3239669930725998,0.2902174534695279
408,8,0.23507698290000403,0.21057740176676576
409,8,0.18998794592693985,0.170185579491311
410,8,0.1572219281439507,0.14083442112325487
411,1,6.123233995736766e-17,1.0
412,2,-0.28219609789474154,0.8891819920000426
413,2,-0.2202560430615662,0.9754420923329388
414,2,-0.5753138192266076,0.8179327658230193
415,2,-0.3641398662001039,0.9313442746072853
416,3,-0.5774848358048166,0.8164014113262447
417,5,-0.25727012695267093,0.966339527173424
418,6,-0.4583894641111226,0.8887514271110443
419,7,-0.1164740754626659,0.9931937322320944
420,8,-0.06138833773912247,0.9981139574165003
421,10,0.0939725966879434,0.9955747842687284
422,12,0.29588285289632077,0.7732017536838252
423,12,0.23019828801799913,0.6485341891816286
424,12,-0.00570876803322201,0.9999837048510055
425,12,0.02241315354765175,0.9997487937217275
426,13,-0.2969032929279945,0.9549075529330122
427,13,-0.0047019642077428215,0.8338175454830289
428,13,-0.04571651179820496,0.9989544536909601
429,13,-0.08013300413209902,0.9967841800754891
430,13,0.024613843642429002,0.994203956848293
431,13,0.1180742443786788,0.9930047697843168
432,13,-0.054488660869506364,0.9985143893988949
433,12,0.6440792870535272,0.42075951963310193
434,13,0.1712071552546736,0.9852350531673151
435,12,-0.12189552481555097,0.9925429366178279
436,12,0.031538205478885216,0.903139150684571
437,11,0.15970453242625748,0.9871648607616209
438,11,0.2037097434538709,0.979031327599867
439,9,0.22726171117772462,0.9738337202174571
440,9,0.23481678748003687,0.9720396475028965
441,9,0.2384365150754499,0.9711580861418365
442,7,0.22239211442183987,0.9026292585230555
443,6,0.1723452615473794,0.6988089543580899
444,7,0.08406918311950655,0.34072914511966407
445,7,0.060184953387661944,0.24388603858738944
446,7,0.048486425602295304,0.19647246135669075
447,1,6.123233995736766e-17,1.0
448,1,0.08055806949612619,0.9967499172004266
449,1,-0.020396908320126774,0.9997919614254659
450,1,-0.2558777006252636,0.966709161186925
451,2,-0.5201635152832972,0.6802709799072857
452,3,-0.051612384116774095,0.8558927966480315
453,4,0.09153997725450537,0.9906459674921727
454,4,0.2774168044717671,0.5048561478621213
455,5,0.6705277958840179,0.741884408076434
456,8,0.707043303164235,0.46075092921400623
457,8,0.30679048370404477,0.33028801946785263
458,9,0.9233892201383828,0.3838650129045748
459,10,0.7210185923208492,0.3193416977603133
460,11,0.3291183114147885,0.2613126331307218
461,11,0.613581944471203,0.5195678055738828
462,11,0.8686515747988593,0.4954234972217826
463,11,0.8464759513290047,0.37708020881777016
464,11,0.923524435434692,0.38353959007517524
465,10,0.7612040481798924,0.6485124494059803
466,9,0.4645711973886939,0.8200831290007857
467,9,0.5887190229811697,0.625546839231077
468,9,0.2915149319387744,0.3210833738588164
469,9,0.12446696984617164,0.20988232707492507
470,9,0.8537981754384957,0.520604144833573
471,9,0.4470711284425511,0.3828960864727639
472,9,0.6307312397639716,0.6683340470964317
473,8,0.8745022154704182,0.48502152028268836
474,8,0.40294279358553386,0.6346786912790521
475,8,0.29585917589263655,0.6851665569555756
476,8,-0.1737699683098552,0.8188886499337275
477,8,-0.4439779189097459,0.8740212517899382
478,8,0.15448472190974216,0.9541805678852479
479,8,-0.16984108628964018,0.9049884357503465
480,6,-0.45380946148893553,0.8910987446198779
481,5,-0.6015173520699676,0.7988597343456075
482,5,-0.6834525718903902,0.7299949191442437
483,6,-0.8121527772666369,0.4284465195552928
484,6,-0.8111505414908955,0.58483741248233
485,6,-0.7641604096090265,0.6450262540285975
486,7,-0.7425206397740515,0.6698231852582689
487,7,-0.5930951783869968,0.14129864191097047
488,7,-0.9999938863267689,-0.003496756938256497
489,8,-0.9911985306965815,-0.13238380846968406
490,10,-0.9831741522229506,0.18267070482341305
491,10,-0.64862997564677,0.7611039053194185
492,7,-0.49173164609087894,0.8707467991515987
493,7,-0.41988717493394306,0.8707711133553473
494,7,-0.40399272587464585,0.9147621972077624
495,7,-0.33745761316757533,0.7803822188782543
496,6,-0.16886650568160572,0.3931204772068164
497,4,-0.12208977373816139,0.28494116816547643
498,4,-0.09858840002103726,0.23022828338451043
499,4,-0.08303307513937364,0.2817002021694808
500,0,6.123233995736766e-17,1.0
501,0,-0.31786716336694093,0.9481352574675485
502,0,-0.4145395077251361,0.9100313162386237
503,2,-0.7486819653188328,0.5477349190953611
504,2,0.05165190107976177,0.3037496781972641
505,3,-0.0045920630684454,0.06590460996081551
506,4,0.32964148099428775,0.022492016554453986
507,5,0.25017190131958766,0.21570550721491016
508,5,0.42449400787085,0.2038959660423645
509,5,0.5870905018590977,0.10126602612289184
510,4,0.47381922999984427,0.16076684779878045
511,6,0.30282114832027224,0.07118772316572948
512,6,0.20038328852137596,0.2770251447914659
513,6,0.38296427244139636,0.37854042059200105
514,6,0.8471419444917067,-0.07347324282807782
515,5,0.9896788724388257,0.14330292895895233
516,5,0.1330361306772569,0.122779780325503
517,6,0.5244373572374418,0.6440741706124298
518,5,0.7441514965790976,0.6680108907338931
519,5,0.4832063809924015,0.41450752567812876
520,5,-0.20620867421988545,-0.12649094857309398
521,5,-0.49521846012432447,0.022292309174139675
522,5,0.5700982775849099,-0.18295474619152452
523,5,0.8262686447627233,-0.20999222432114942
524,4,0.17487841850205468,-0.1637262855894406
525,4,-0.23888717959962763,-0.14984123922088105
526,4,-0.17568527877838547,-0.3609490929116155
527,5,0.008648473799943346,-0.06901190203166745
528,4,-0.5452935048259603,-0.32460875451654286
529,3,-0.8600423942842885,-0.1913367172840742
530,5,-0.42420756307682184,0.5390429088815011
531,5,-0.22889896217280417,0.7873978001028227
532,6,-0.04619748467638531,0.8685745849263246
533,6,0.3620456654674707,0.32521898375213354
534,6,0.5623642706287559,0.21869237163789487
535,6,0.5567894450721808,0.14393047534679998
536,6,0.6567729505343242,0.3106273588457542
537,8,0.2826819550795224,0.32033941370917535
538,8,0.11756094745288972,0.24209867074032096
539,7,0.1277310015709998,0.3714467054436828
540,7,0.1973811020559628,0.6501294741349007
541,7,0.23049411072523232,0.4634289834367582
542,6,0.10329831680129352,0.5014093240851493
543,6,0.5277394175408072,0.5614936497524051
544,7,0.21740425912374015,0.6857282650674276
545,7,0.45780841275569695,-0.004609121824416159
546,7,0.22914790080796665,-0.10057435577669675
547,6,-0.03481326944367795,-0.05562855151799254
548,5,-0.46279045123878304,0.2404352458351501
549,7,-0.46155506126421986,0.6004076665827923
550,8,-0.4500943077073023,0.8060093688850013
551,8,-0.42835544786428426,0.9036103199305486
552,10,-0.3905758013906488,0.9205707704288967
553,10,-0.3697752764942227,0.9291212218508526
554,9,-0.3562802356378158,0.9343791487901806
555,10,-0.34943484126910407,0.936960667107876
556,10,-0.019653245351790083,0.9998068563213308
557,8,-0.13647029248476922,0.9906441637990513
558,8,-0.06922668914032908,0.9976009550469909
559,7,-0.2746475182304519,0.9615449759266873
560,7,-0.35869693454306056,0.9334540744725535
561,7,-0.40310242426026416,0.9151548697108582
562,7,-0.4189836493604054,0.9079937783755112
563,7,-0.4251740848557885,0.9051115939855388
564,7,-0.4284776088407216,0.9035523995442309
565,7,-0.4295264406189939,0.9030542823159513
566,6,-0.4300432775996075,0.902808273882881
567,6,-0.4093182336564782,0.859028444180397
568,6,-0.318997541202348,0.6694162043809008
569,5,-0.1559182827230678,0.3271590352478845
570,6,-0.11170966796257369,0.23438736449476513
571,6,-0.09001286063561882,0.18886157656048766
