,robot_x,robot_y,local_ppl_cnt
0,1.5308084989341915e-17,-3.75,1
1,3.061616997868383e-17,-3.5,2
2,-0.03095676483138793,-3.251924046487423,2
3,-0.037077030099053734,-3.0019989730092838,4
4,-0.0460996652827312,-2.752161841953185,4
5,-0.05181165046434264,-2.50222710402089,5
6,-0.0020948660897438035,-2.257220489107232,7
7,0.034364477115539485,-2.009893344836654,7
8,0.07517584950203834,-1.7632469747357935,10
9,0.10674640465072018,-1.5152483859341552,12
10,0.10585714763343587,-1.2652499674952435,15
11,0.0623322470665103,-1.019067955498755,16
12,-0.007518400598283993,-0.779024444816194,17
13,-0.019397260467695507,-0.529306818910046,17
14,-0.16677190973818112,-0.3273644688385433,18
